9537,379617,1,63.0
9537,379617,2,63.0
9537,379617,3,62.7
9537,379617,4,62.1
9537,379617,5,62.8
9537,379617,6,62.6
9537,379617,7,62.5
9537,379617,8,62.3
9537,379617,9,62.5
9537,379617,10,62.4
9537,379617,11,62.1
9537,379617,12,62.2
9537,379617,13,62.6
9537,379617,14,62.9
9537,379617,15,63.4
9537,379617,16,63.5
9537,379617,17,63.3
9537,379617,18,63.3
9537,379617,19,63.4
9537,379617,20,62.9
9537,379617,21,62.4
9537,379617,22,62.0
9537,379617,23,61.6
9537,379617,24,62.6
9537,379617,25,62.8
9537,379617,26,62.9
9537,379617,27,62.8
9537,379617,28,62.7
9537,379617,29,62.9
9537,379617,30,63.4
9537,379617,31,64.0
9537,379617,32,63.8
9537,379617,33,63.7
9537,379617,34,63.8
9537,379617,35,63.8
9537,379617,36,63.3
9537,379617,37,63.0
9537,379617,38,62.6
9537,379617,39,62.2
9537,379617,40,62.9
9537,379617,41,62.8
9537,379617,42,62.4
9537,379617,43,63.1
9537,379617,44,62.9
9537,379617,45,63.0
9537,379617,46,62.9
9537,379617,47,62.8
9537,379617,48,62.8
9537,379617,49,62.6
9537,379617,50,62.5
9537,379617,51,62.4
9537,379617,52,62.4
9537,379617,53,62.5
9537,379617,54,62.5
9537,379617,55,62.4
9537,379617,56,62.2
9537,379617,57,62.0
9537,379617,58,63.0
9537,379617,59,62.9
9537,379617,60,62.6
9537,379617,61,62.7
9537,379617,62,63.3
9537,379617,63,62.8
9537,379617,64,62.9
9537,379617,65,63.0
9537,379617,66,62.8
9537,379617,67,62.8
9537,379617,68,62.7
9537,379617,69,62.6
9537,379617,70,62.5
9537,379617,71,62.7
9537,379617,72,62.5
9537,379617,73,62.6
9537,379617,74,62.5
9537,379617,75,62.4
9537,379617,76,62.4
9537,379617,77,62.3
9537,379617,78,62.2
9537,379617,79,62.3
9537,379617,80,62.3
9537,379617,81,62.2
9537,379617,82,62.2
9537,379617,83,62.2
9537,379617,84,62.3
9537,379617,85,62.3
9537,379617,86,62.4
9537,379617,87,61.9
9537,379617,88,62.9
9537,379617,89,62.6
9537,379617,90,62.6
9537,379617,91,62.6
9537,379617,92,62.5
9537,379617,93,63.8
9537,379617,94,63.9
9537,379617,95,63.7
9537,379617,96,63.7
9537,379617,97,63.8
9537,379617,98,63.6
9537,379617,99,63.7
9537,379617,100,63.6
9537,379617,101,63.5
9537,379617,102,63.5
9537,379617,103,63.4
9537,379617,104,63.3
9537,379617,105,63.3
9537,379617,106,63.2
9537,379617,107,63.3
9537,379617,108,63.4
9537,379617,109,63.3
9537,379617,110,63.1
9537,379617,111,63.2
9537,379617,112,63.1
9537,379617,113,63.0
9537,379617,114,63.0
9537,379617,115,62.9
9537,379617,116,62.9
9537,379617,117,63.0
9537,379617,118,63.6
9537,379617,119,63.6
9537,379617,120,63.6
9537,379617,121,63.4
9537,379617,122,63.3
9537,379617,123,63.3
9537,379617,124,63.3
9537,379617,125,63.4
9537,379617,126,63.3
9537,379617,127,63.1
9537,379617,128,63.1
9537,379617,129,63.1
9537,379617,130,63.1
9537,379617,131,63.2
9537,379617,132,62.9
9537,379617,133,62.8
9537,379617,134,62.9
9537,379617,135,62.8
9537,379617,136,62.9
9537,379617,137,62.8
9537,379617,138,62.6
9537,379617,139,62.4
9537,379617,140,62.5
9537,379617,141,62.1
9537,379617,142,63.0
9537,379617,143,62.6
9537,379617,144,62.5
9537,379617,145,62.7
9537,379617,146,62.8
9537,379617,147,62.9
9537,379617,148,63.0
9537,379617,149,62.7
9537,379617,150,62.6
9537,379617,151,62.6
9537,379617,152,62.6
9537,379617,153,62.6
9537,379617,154,62.7
9537,379617,155,62.7
9537,379617,156,62.7
9537,379617,157,62.6
9537,379617,158,62.6
9537,379617,159,62.7
9537,379617,160,62.9
9537,379617,161,62.7
9537,379617,162,62.5
9537,379617,163,62.5
9537,379617,164,62.3
9537,379617,165,62.3
9537,379617,166,62.2
9537,379617,167,62.2
9537,379617,168,62.2
9537,379617,169,62.2
9537,379617,170,62.2
9537,379617,171,62.1
9537,379617,172,62.0
9537,379617,173,63.1
9537,379617,174,63.1
9537,379617,175,63.1
9537,379617,176,62.9
9537,379617,177,63.0
9537,379617,178,62.8
9537,379617,179,62.8
9537,379617,180,62.7
9537,379617,181,62.8
9537,379617,182,62.7
9537,379617,183,62.7
9537,379617,184,62.6
9537,379617,185,62.5
9537,379617,186,62.5
9537,379617,187,62.5
9537,379617,188,62.5
9537,379617,189,62.6
9537,379617,190,62.7
9537,379617,191,62.5
9537,379617,192,62.6
9537,379617,193,62.4
9537,379617,194,62.3
9537,379617,195,62.3
9537,379617,196,62.2
9537,379617,197,61.7
9537,379617,198,62.3
9537,379617,199,61.8
9537,379617,200,61.8
9537,379617,201,62.6
9537,379617,202,62.5
9537,379617,203,62.5
9537,379617,204,62.6
9537,379617,205,62.5
9537,379617,206,62.4
9537,379617,207,62.3
9537,379617,208,62.2
9537,379617,209,62.3
9537,379617,210,62.2
9537,379617,211,62.1
9537,379617,212,62.2
9537,379617,213,62.2
9537,379617,214,62.0
9537,379617,215,63.1
9537,379617,216,63.0
9537,379617,217,63.0
9537,379617,218,62.9
9537,379617,219,62.8
9537,379617,220,63.1
9537,379617,221,63.5
9537,379617,222,63.5
9537,379617,223,63.1
9537,379617,224,62.8
9537,379617,225,62.6
9537,379617,226,62.3
9537,379617,227,62.2
9537,379617,228,62.1
9537,379617,229,62.2
9537,379617,230,62.2
9537,379617,231,62.2
9537,379617,232,62.2
9537,379617,233,62.4
9537,379617,234,62.2
9537,379617,235,62.1
9537,379617,236,62.0
9537,379617,237,62.9
9537,379617,238,63.0
9537,379617,239,63.0
9537,379617,240,63.0
9537,379617,241,63.0
9537,379617,242,62.9
9537,379617,243,62.7
9537,379617,244,62.8
9537,379617,245,62.7
9537,379617,246,62.5
9537,379617,247,62.5
9537,379617,248,62.5
9537,379617,249,62.4
9537,379617,250,62.4
9537,379617,251,62.5
9537,379617,252,62.4
9537,379617,253,62.5
9537,379617,254,62.4
9537,379617,255,62.5
9537,379617,256,62.6
9537,379617,257,62.3
9537,379617,258,62.2
9537,379617,259,62.2
9537,379617,260,62.1
9537,379617,261,62.0
9537,379617,262,62.2
9537,379617,263,62.1
9537,379617,264,63.0
9537,379617,265,63.1
9537,379617,266,63.0
9537,379617,267,63.0
9537,379617,268,63.1
9537,379617,269,63.0
9537,379617,270,63.1
9537,379617,271,63.1
9537,379617,272,63.0
9537,379617,273,63.0
9537,379617,274,62.9
9537,379617,275,62.8
9537,379617,276,62.8
9537,379617,277,62.8
9537,379617,278,62.7
9537,379617,279,62.7
9537,379617,280,62.6
9537,379617,281,62.5
9537,379617,282,62.5
9537,379617,283,62.5
9537,379617,284,62.4
9537,379617,285,62.4
9537,379617,286,62.4
9537,379617,287,62.4
9537,379617,288,62.3
9537,379617,289,62.5
9537,379617,290,62.7
9537,379617,291,62.6
9537,379617,292,62.6
9537,379617,293,62.5
9537,379617,294,62.3
9537,379617,295,62.0
9537,379617,296,62.9
9537,379617,297,62.7
9537,379617,298,62.6
9537,379617,299,62.5
9537,379617,300,62.3
9537,379617,301,62.4
9537,379617,302,62.3
9537,379617,303,62.3
9537,379617,304,62.2
9537,379617,305,62.2
9537,379617,306,62.1
9537,379617,307,62.2
